row_index,split_for,cgpa_class,sgpa_class
24,cgpa_experiments_B_C,C2,C3
791,cgpa_experiments_B_C,C2,C3
80,cgpa_experiments_B_C,C2,C1
21,cgpa_experiments_B_C,C3,C3
221,cgpa_experiments_B_C,C0,C3
134,cgpa_experiments_B_C,C0,C0
672,cgpa_experiments_B_C,C0,C1
765,cgpa_experiments_B_C,C0,C0
238,cgpa_experiments_B_C,C3,C3
758,cgpa_experiments_B_C,C0,C0
240,cgpa_experiments_B_C,C3,C3
604,cgpa_experiments_B_C,C0,C2
168,cgpa_experiments_B_C,C3,C0
1003,cgpa_experiments_B_C,C2,C2
578,cgpa_experiments_B_C,C0,C0
300,cgpa_experiments_B_C,C3,C3
798,cgpa_experiments_B_C,C1,C2
697,cgpa_experiments_B_C,C3,C0
83,cgpa_experiments_B_C,C0,C0
637,cgpa_experiments_B_C,C2,C0
365,cgpa_experiments_B_C,C1,C1
975,cgpa_experiments_B_C,C1,C1
988,cgpa_experiments_B_C,C1,C2
642,cgpa_experiments_B_C,C1,C3
1007,cgpa_experiments_B_C,C1,C2
310,cgpa_experiments_B_C,C1,C1
633,cgpa_experiments_B_C,C2,C2
1071,cgpa_experiments_B_C,C2,C1
432,cgpa_experiments_B_C,C2,C0
991,cgpa_experiments_B_C,C1,C0
728,cgpa_experiments_B_C,C0,C3
51,cgpa_experiments_B_C,C0,C0
205,cgpa_experiments_B_C,C0,C1
4,cgpa_experiments_B_C,C2,C2
974,cgpa_experiments_B_C,C0,C0
668,cgpa_experiments_B_C,C2,C0
294,cgpa_experiments_B_C,C1,C2
244,cgpa_experiments_B_C,C1,C2
29,cgpa_experiments_B_C,C2,C3
518,cgpa_experiments_B_C,C3,C2
844,cgpa_experiments_B_C,C0,C0
33,cgpa_experiments_B_C,C1,C1
389,cgpa_experiments_B_C,C1,C0
36,cgpa_experiments_B_C,C1,C2
944,cgpa_experiments_B_C,C2,C2
917,cgpa_experiments_B_C,C1,C1
346,cgpa_experiments_B_C,C0,C1
363,cgpa_experiments_B_C,C2,C3
488,cgpa_experiments_B_C,C3,C3
387,cgpa_experiments_B_C,C3,C0
307,cgpa_experiments_B_C,C2,C1
230,cgpa_experiments_B_C,C3,C3
825,cgpa_experiments_B_C,C2,C3
662,cgpa_experiments_B_C,C0,C2
607,cgpa_experiments_B_C,C3,C3
724,cgpa_experiments_B_C,C3,C1
680,cgpa_experiments_B_C,C2,C3
193,cgpa_experiments_B_C,C1,C0
558,cgpa_experiments_B_C,C2,C0
143,cgpa_experiments_B_C,C0,C3
201,cgpa_experiments_B_C,C0,C0
208,cgpa_experiments_B_C,C0,C1
227,cgpa_experiments_B_C,C2,C2
665,cgpa_experiments_B_C,C1,C2
1085,cgpa_experiments_B_C,C0,C0
114,cgpa_experiments_B_C,C3,C0
44,cgpa_experiments_B_C,C3,C3
1054,cgpa_experiments_B_C,C0,C1
881,cgpa_experiments_B_C,C2,C2
768,cgpa_experiments_B_C,C2,C1
774,cgpa_experiments_B_C,C2,C3
141,cgpa_experiments_B_C,C0,C3
753,cgpa_experiments_B_C,C1,C0
712,cgpa_experiments_B_C,C0,C2
485,cgpa_experiments_B_C,C0,C1
501,cgpa_experiments_B_C,C0,C1
121,cgpa_experiments_B_C,C3,C0
981,cgpa_experiments_B_C,C3,C3
290,cgpa_experiments_B_C,C3,C2
560,cgpa_experiments_B_C,C2,C2
396,cgpa_experiments_B_C,C3,C0
188,cgpa_experiments_B_C,C2,C2
317,cgpa_experiments_B_C,C1,C2
1025,cgpa_experiments_B_C,C1,C2
1063,cgpa_experiments_B_C,C0,C0
316,cgpa_experiments_B_C,C1,C1
611,cgpa_experiments_B_C,C1,C3
553,cgpa_experiments_B_C,C3,C3
476,cgpa_experiments_B_C,C0,C3
12,cgpa_experiments_B_C,C1,C2
1097,cgpa_experiments_B_C,C1,C1
106,cgpa_experiments_B_C,C0,C0
239,cgpa_experiments_B_C,C3,C2
405,cgpa_experiments_B_C,C3,C2
211,cgpa_experiments_B_C,C0,C1
123,cgpa_experiments_B_C,C1,C0
626,cgpa_experiments_B_C,C0,C3
1062,cgpa_experiments_B_C,C2,C3
658,cgpa_experiments_B_C,C2,C0
544,cgpa_experiments_B_C,C0,C0
1060,cgpa_experiments_B_C,C1,C1
59,cgpa_experiments_B_C,C2,C2
872,cgpa_experiments_B_C,C2,C2
137,cgpa_experiments_B_C,C1,C0
773,cgpa_experiments_B_C,C0,C2
464,cgpa_experiments_B_C,C0,C2
787,cgpa_experiments_B_C,C2,C0
207,cgpa_experiments_B_C,C1,C3
1076,cgpa_experiments_B_C,C0,C1
867,cgpa_experiments_B_C,C3,C3
19,cgpa_experiments_B_C,C2,C2
885,cgpa_experiments_B_C,C3,C3
557,cgpa_experiments_B_C,C0,C0
1080,cgpa_experiments_B_C,C0,C0
810,cgpa_experiments_B_C,C1,C2
1051,cgpa_experiments_B_C,C0,C0
359,cgpa_experiments_B_C,C1,C1
846,cgpa_experiments_B_C,C2,C2
904,cgpa_experiments_B_C,C1,C1
666,cgpa_experiments_B_C,C1,C1
295,cgpa_experiments_B_C,C3,C3
882,cgpa_experiments_B_C,C2,C3
366,cgpa_experiments_B_C,C0,C0
335,cgpa_experiments_B_C,C1,C1
14,cgpa_experiments_B_C,C3,C3
419,cgpa_experiments_B_C,C1,C1
272,cgpa_experiments_B_C,C1,C2
1098,cgpa_experiments_B_C,C0,C0
789,cgpa_experiments_B_C,C3,C1
546,cgpa_experiments_B_C,C3,C2
902,cgpa_experiments_B_C,C1,C1
179,cgpa_experiments_B_C,C2,C2
1013,cgpa_experiments_B_C,C1,C1
631,cgpa_experiments_B_C,C3,C3
964,cgpa_experiments_B_C,C3,C3
678,cgpa_experiments_B_C,C2,C0
1104,cgpa_experiments_B_C,C1,C3
718,cgpa_experiments_B_C,C2,C0
907,cgpa_experiments_B_C,C0,C2
629,cgpa_experiments_B_C,C3,C1
803,cgpa_experiments_B_C,C1,C3
104,cgpa_experiments_B_C,C0,C0
690,cgpa_experiments_B_C,C0,C1
395,cgpa_experiments_B_C,C2,C3
212,cgpa_experiments_B_C,C0,C1
686,cgpa_experiments_B_C,C3,C0
547,cgpa_experiments_B_C,C2,C3
556,cgpa_experiments_B_C,C0,C0
370,cgpa_experiments_B_C,C1,C1
70,cgpa_experiments_B_C,C0,C0
253,cgpa_experiments_B_C,C0,C1
530,cgpa_experiments_B_C,C2,C2
880,cgpa_experiments_B_C,C3,C2
935,cgpa_experiments_B_C,C0,C0
971,cgpa_experiments_B_C,C0,C0
676,cgpa_experiments_B_C,C2,C0
745,cgpa_experiments_B_C,C3,C2
305,cgpa_experiments_B_C,C0,C1
496,cgpa_experiments_B_C,C3,C0
177,cgpa_experiments_B_C,C2,C3
404,cgpa_experiments_B_C,C2,C3
900,cgpa_experiments_B_C,C1,C1
985,cgpa_experiments_B_C,C1,C1
638,cgpa_experiments_B_C,C2,C0
31,cgpa_experiments_B_C,C3,C3
994,cgpa_experiments_B_C,C1,C2
1008,cgpa_experiments_B_C,C3,C3
284,cgpa_experiments_B_C,C0,C0
704,cgpa_experiments_B_C,C2,C1
635,cgpa_experiments_B_C,C2,C2
938,cgpa_experiments_B_C,C1,C2
663,cgpa_experiments_B_C,C2,C3
117,cgpa_experiments_B_C,C3,C0
330,cgpa_experiments_B_C,C2,C2
202,cgpa_experiments_B_C,C0,C0
744,cgpa_experiments_B_C,C1,C0
996,cgpa_experiments_B_C,C1,C1
588,cgpa_experiments_B_C,C1,C1
613,cgpa_experiments_B_C,C0,C3
41,cgpa_experiments_B_C,C1,C0
325,cgpa_experiments_B_C,C1,C1
197,cgpa_experiments_B_C,C2,C0
319,cgpa_experiments_B_C,C1,C1
54,cgpa_experiments_B_C,C2,C2
681,cgpa_experiments_B_C,C3,C3
378,cgpa_experiments_B_C,C0,C2
1011,cgpa_experiments_B_C,C3,C3
126,cgpa_experiments_B_C,C0,C2
1052,cgpa_experiments_B_C,C1,C2
10,cgpa_experiments_B_C,C2,C3
364,cgpa_experiments_B_C,C1,C1
100,cgpa_experiments_B_C,C1,C1
152,cgpa_experiments_B_C,C2,C0
332,cgpa_experiments_B_C,C3,C2
1089,cgpa_experiments_B_C,C3,C3
868,cgpa_experiments_B_C,C1,C1
46,cgpa_experiments_B_C,C3,C3
644,cgpa_experiments_B_C,C3,C3
640,cgpa_experiments_B_C,C1,C3
584,cgpa_experiments_B_C,C1,C1
243,cgpa_experiments_B_C,C2,C3
454,cgpa_experiments_B_C,C0,C1
738,cgpa_experiments_B_C,C0,C3
68,cgpa_experiments_B_C,C1,C2
286,cgpa_experiments_B_C,C3,C2
298,cgpa_experiments_B_C,C2,C2
413,cgpa_experiments_B_C,C0,C0
849,cgpa_experiments_B_C,C0,C0
566,cgpa_experiments_B_C,C3,C1
89,cgpa_experiments_B_C,C3,C3
173,cgpa_experiments_B_C,C0,C1
754,cgpa_experiments_B_C,C1,C3
40,cgpa_experiments_B_C,C1,C0
837,cgpa_experiments_B_C,C2,C2
444,cgpa_experiments_B_C,C2,C0
13,cgpa_experiments_B_C,C3,C3
426,cgpa_experiments_B_C,C3,C1
959,cgpa_experiments_B_C,C2,C3
269,cgpa_experiments_B_C,C1,C1
224,cgpa_experiments_B_C,C2,C2
833,sgpa_experiment_A,C2,C1
988,sgpa_experiment_A,C1,C2
1043,sgpa_experiment_A,C1,C3
269,sgpa_experiment_A,C1,C1
104,sgpa_experiment_A,C0,C0
388,sgpa_experiment_A,C1,C2
545,sgpa_experiment_A,C0,C3
798,sgpa_experiment_A,C1,C2
141,sgpa_experiment_A,C0,C3
436,sgpa_experiment_A,C1,C3
539,sgpa_experiment_A,C2,C1
803,sgpa_experiment_A,C1,C3
245,sgpa_experiment_A,C3,C3
861,sgpa_experiment_A,C1,C1
738,sgpa_experiment_A,C0,C3
238,sgpa_experiment_A,C3,C3
575,sgpa_experiment_A,C3,C0
586,sgpa_experiment_A,C0,C0
123,sgpa_experiment_A,C1,C0
621,sgpa_experiment_A,C0,C1
895,sgpa_experiment_A,C0,C0
7,sgpa_experiment_A,C1,C2
602,sgpa_experiment_A,C2,C2
360,sgpa_experiment_A,C3,C3
620,sgpa_experiment_A,C3,C0
219,sgpa_experiment_A,C3,C1
60,sgpa_experiment_A,C2,C2
644,sgpa_experiment_A,C3,C3
574,sgpa_experiment_A,C1,C0
995,sgpa_experiment_A,C3,C3
435,sgpa_experiment_A,C1,C0
293,sgpa_experiment_A,C3,C2
1089,sgpa_experiment_A,C3,C3
170,sgpa_experiment_A,C2,C1
92,sgpa_experiment_A,C0,C0
587,sgpa_experiment_A,C0,C3
232,sgpa_experiment_A,C2,C2
270,sgpa_experiment_A,C1,C1
101,sgpa_experiment_A,C3,C3
312,sgpa_experiment_A,C2,C2
943,sgpa_experiment_A,C1,C1
273,sgpa_experiment_A,C3,C3
369,sgpa_experiment_A,C2,C2
162,sgpa_experiment_A,C1,C1
463,sgpa_experiment_A,C2,C1
973,sgpa_experiment_A,C2,C2
465,sgpa_experiment_A,C2,C0
608,sgpa_experiment_A,C3,C3
1049,sgpa_experiment_A,C0,C1
663,sgpa_experiment_A,C2,C3
267,sgpa_experiment_A,C2,C1
790,sgpa_experiment_A,C0,C2
200,sgpa_experiment_A,C3,C0
810,sgpa_experiment_A,C1,C2
255,sgpa_experiment_A,C1,C1
288,sgpa_experiment_A,C0,C0
860,sgpa_experiment_A,C2,C2
1003,sgpa_experiment_A,C2,C2
938,sgpa_experiment_A,C1,C2
1015,sgpa_experiment_A,C3,C3
320,sgpa_experiment_A,C3,C3
407,sgpa_experiment_A,C0,C2
302,sgpa_experiment_A,C3,C2
522,sgpa_experiment_A,C2,C2
387,sgpa_experiment_A,C3,C0
991,sgpa_experiment_A,C1,C0
1067,sgpa_experiment_A,C1,C2
78,sgpa_experiment_A,C3,C3
759,sgpa_experiment_A,C1,C1
594,sgpa_experiment_A,C3,C1
590,sgpa_experiment_A,C0,C1
403,sgpa_experiment_A,C1,C1
835,sgpa_experiment_A,C2,C2
929,sgpa_experiment_A,C1,C1
113,sgpa_experiment_A,C1,C3
284,sgpa_experiment_A,C0,C0
742,sgpa_experiment_A,C0,C0
0,sgpa_experiment_A,C2,C2
920,sgpa_experiment_A,C2,C3
838,sgpa_experiment_A,C1,C1
926,sgpa_experiment_A,C2,C2
482,sgpa_experiment_A,C1,C3
66,sgpa_experiment_A,C3,C2
1051,sgpa_experiment_A,C0,C0
760,sgpa_experiment_A,C2,C0
70,sgpa_experiment_A,C0,C0
699,sgpa_experiment_A,C0,C0
143,sgpa_experiment_A,C0,C3
543,sgpa_experiment_A,C3,C1
283,sgpa_experiment_A,C2,C2
569,sgpa_experiment_A,C0,C1
14,sgpa_experiment_A,C3,C3
658,sgpa_experiment_A,C2,C0
226,sgpa_experiment_A,C0,C3
206,sgpa_experiment_A,C2,C1
1062,sgpa_experiment_A,C2,C3
1025,sgpa_experiment_A,C1,C2
116,sgpa_experiment_A,C3,C2
276,sgpa_experiment_A,C1,C3
402,sgpa_experiment_A,C2,C0
532,sgpa_experiment_A,C2,C3
761,sgpa_experiment_A,C2,C1
999,sgpa_experiment_A,C1,C2
935,sgpa_experiment_A,C0,C0
506,sgpa_experiment_A,C3,C2
639,sgpa_experiment_A,C3,C1
47,sgpa_experiment_A,C3,C3
846,sgpa_experiment_A,C2,C2
418,sgpa_experiment_A,C3,C3
623,sgpa_experiment_A,C2,C0
593,sgpa_experiment_A,C2,C2
796,sgpa_experiment_A,C2,C0
300,sgpa_experiment_A,C3,C3
414,sgpa_experiment_A,C2,C3
917,sgpa_experiment_A,C1,C1
368,sgpa_experiment_A,C2,C2
622,sgpa_experiment_A,C0,C3
20,sgpa_experiment_A,C0,C1
603,sgpa_experiment_A,C1,C3
131,sgpa_experiment_A,C3,C0
469,sgpa_experiment_A,C2,C3
128,sgpa_experiment_A,C1,C0
390,sgpa_experiment_A,C0,C1
962,sgpa_experiment_A,C2,C2
404,sgpa_experiment_A,C2,C3
809,sgpa_experiment_A,C2,C2
1059,sgpa_experiment_A,C1,C2
177,sgpa_experiment_A,C2,C3
690,sgpa_experiment_A,C0,C1
121,sgpa_experiment_A,C3,C0
119,sgpa_experiment_A,C3,C3
256,sgpa_experiment_A,C1,C1
28,sgpa_experiment_A,C0,C1
713,sgpa_experiment_A,C2,C2
393,sgpa_experiment_A,C3,C1
933,sgpa_experiment_A,C2,C3
985,sgpa_experiment_A,C1,C1
129,sgpa_experiment_A,C1,C0
907,sgpa_experiment_A,C0,C2
961,sgpa_experiment_A,C1,C2
85,sgpa_experiment_A,C2,C2
601,sgpa_experiment_A,C0,C2
913,sgpa_experiment_A,C2,C2
525,sgpa_experiment_A,C0,C1
694,sgpa_experiment_A,C1,C1
93,sgpa_experiment_A,C1,C1
617,sgpa_experiment_A,C2,C0
807,sgpa_experiment_A,C1,C2
21,sgpa_experiment_A,C3,C3
1041,sgpa_experiment_A,C3,C3
755,sgpa_experiment_A,C2,C0
479,sgpa_experiment_A,C2,C2
361,sgpa_experiment_A,C1,C1
794,sgpa_experiment_A,C2,C2
296,sgpa_experiment_A,C2,C1
955,sgpa_experiment_A,C3,C3
805,sgpa_experiment_A,C2,C2
349,sgpa_experiment_A,C1,C1
734,sgpa_experiment_A,C1,C1
437,sgpa_experiment_A,C0,C1
953,sgpa_experiment_A,C2,C2
556,sgpa_experiment_A,C0,C0
588,sgpa_experiment_A,C1,C1
424,sgpa_experiment_A,C1,C1
354,sgpa_experiment_A,C1,C1
1093,sgpa_experiment_A,C2,C2
16,sgpa_experiment_A,C1,C0
142,sgpa_experiment_A,C3,C3
357,sgpa_experiment_A,C2,C3
795,sgpa_experiment_A,C3,C3
169,sgpa_experiment_A,C0,C0
439,sgpa_experiment_A,C3,C1
695,sgpa_experiment_A,C3,C2
187,sgpa_experiment_A,C1,C2
181,sgpa_experiment_A,C1,C1
877,sgpa_experiment_A,C2,C0
430,sgpa_experiment_A,C3,C0
1033,sgpa_experiment_A,C2,C2
509,sgpa_experiment_A,C3,C0
665,sgpa_experiment_A,C1,C2
902,sgpa_experiment_A,C1,C1
1055,sgpa_experiment_A,C1,C1
651,sgpa_experiment_A,C0,C2
844,sgpa_experiment_A,C0,C0
676,sgpa_experiment_A,C2,C0
866,sgpa_experiment_A,C3,C3
946,sgpa_experiment_A,C2,C2
22,sgpa_experiment_A,C1,C2
1027,sgpa_experiment_A,C3,C3
265,sgpa_experiment_A,C1,C2
12,sgpa_experiment_A,C1,C2
800,sgpa_experiment_A,C0,C3
655,sgpa_experiment_A,C2,C0
17,sgpa_experiment_A,C2,C2
892,sgpa_experiment_A,C2,C2
589,sgpa_experiment_A,C1,C0
612,sgpa_experiment_A,C0,C0
135,sgpa_experiment_A,C1,C2
422,sgpa_experiment_A,C2,C3
775,sgpa_experiment_A,C0,C1
740,sgpa_experiment_A,C1,C3
547,sgpa_experiment_A,C2,C3
654,sgpa_experiment_A,C2,C0
1017,sgpa_experiment_A,C2,C2
950,sgpa_experiment_A,C3,C3
641,sgpa_experiment_A,C3,C1
102,sgpa_experiment_A,C2,C2
456,sgpa_experiment_A,C1,C3
246,sgpa_experiment_A,C2,C3
733,sgpa_experiment_A,C1,C1
152,sgpa_experiment_A,C2,C0
673,sgpa_experiment_A,C2,C0
908,sgpa_experiment_A,C0,C3
76,sgpa_experiment_A,C1,C1
207,sgpa_experiment_A,C1,C3
154,sgpa_experiment_A,C2,C2
374,sgpa_experiment_A,C2,C1
477,sgpa_experiment_A,C0,C3
335,sgpa_experiment_A,C1,C1
1069,sgpa_experiment_A,C1,C0
770,sgpa_experiment_A,C2,C0
428,sgpa_experiment_A,C2,C2
462,sgpa_experiment_A,C1,C3
801,sgpa_experiment_A,C2,C1
498,sgpa_experiment_A,C0,C3
307,sgpa_experiment_A,C2,C1
635,sgpa_experiment_A,C2,C2
285,sgpa_experiment_A,C1,C1
346,sgpa_experiment_A,C0,C1
194,sgpa_experiment_A,C3,C0
1002,sgpa_experiment_A,C0,C1
11,sgpa_experiment_A,C1,C1
391,sgpa_experiment_A,C2,C2
1088,sgpa_experiment_A,C0,C0
660,sgpa_experiment_A,C1,C3
1079,sgpa_experiment_A,C1,C1
345,sgpa_experiment_A,C3,C1
681,sgpa_experiment_A,C3,C3
923,sgpa_experiment_A,C1,C2
4,sgpa_experiment_A,C2,C2
268,sgpa_experiment_A,C1,C1
122,sgpa_experiment_A,C0,C2
600,sgpa_experiment_A,C3,C1
696,sgpa_experiment_A,C0,C0
816,sgpa_experiment_A,C3,C1
716,sgpa_experiment_A,C3,C0
1083,sgpa_experiment_A,C1,C1
398,sgpa_experiment_A,C2,C3
1010,sgpa_experiment_A,C3,C3
309,sgpa_experiment_A,C2,C2
675,sgpa_experiment_A,C3,C2
185,sgpa_experiment_A,C1,C2
304,sgpa_experiment_A,C1,C2
1021,sgpa_experiment_A,C0,C0
974,sgpa_experiment_A,C0,C0
316,sgpa_experiment_A,C1,C1
963,sgpa_experiment_A,C2,C2
754,sgpa_experiment_A,C1,C3
822,sgpa_experiment_A,C1,C0
37,sgpa_experiment_A,C1,C2
233,sgpa_experiment_A,C1,C1
642,sgpa_experiment_A,C1,C3
25,sgpa_experiment_A,C1,C1
1016,sgpa_experiment_A,C1,C1
1107,sgpa_experiment_A,C3,C3
90,sgpa_experiment_A,C3,C2
278,sgpa_experiment_A,C3,C3
1066,sgpa_experiment_A,C0,C0
712,sgpa_experiment_A,C0,C2
56,sgpa_experiment_A,C2,C1
166,sgpa_experiment_A,C0,C1
730,sgpa_experiment_A,C1,C1
1020,sgpa_experiment_A,C2,C3
1077,sgpa_experiment_A,C0,C0
812,sgpa_experiment_A,C0,C2
619,sgpa_experiment_A,C3,C1
901,sgpa_experiment_A,C2,C3
254,sgpa_experiment_A,C2,C2
572,sgpa_experiment_A,C1,C1
951,sgpa_experiment_A,C3,C3
783,sgpa_experiment_A,C2,C1
792,sgpa_experiment_A,C2,C2
1096,sgpa_experiment_A,C3,C3
682,sgpa_experiment_A,C2,C0
582,sgpa_experiment_A,C1,C1
1036,sgpa_experiment_A,C2,C2
240,sgpa_experiment_A,C3,C3
707,sgpa_experiment_A,C1,C3
806,sgpa_experiment_A,C0,C2
990,sgpa_experiment_A,C3,C3
118,sgpa_experiment_A,C1,C0
389,sgpa_experiment_A,C1,C0
299,sgpa_experiment_A,C0,C0
741,sgpa_experiment_A,C3,C3
171,sgpa_experiment_A,C0,C0
1057,sgpa_experiment_A,C2,C2
996,sgpa_experiment_A,C1,C1
793,sgpa_experiment_A,C0,C1
419,sgpa_experiment_A,C1,C1
782,sgpa_experiment_A,C2,C0
976,sgpa_experiment_A,C1,C1
693,sgpa_experiment_A,C0,C3
472,sgpa_experiment_A,C0,C3
1026,sgpa_experiment_A,C0,C2
364,sgpa_experiment_A,C1,C1
515,sgpa_experiment_A,C1,C3
109,sgpa_experiment_A,C3,C1
69,sgpa_experiment_A,C0,C0
178,sgpa_experiment_A,C2,C2
331,sgpa_experiment_A,C2,C3
251,sgpa_experiment_A,C3,C3
495,sgpa_experiment_A,C1,C1
516,sgpa_experiment_A,C3,C1
370,sgpa_experiment_A,C1,C1
183,sgpa_experiment_A,C2,C1
784,sgpa_experiment_A,C3,C3
1044,sgpa_experiment_A,C1,C1
538,sgpa_experiment_A,C3,C3
540,sgpa_experiment_A,C0,C0
399,sgpa_experiment_A,C1,C2
981,sgpa_experiment_A,C3,C3
899,sgpa_experiment_A,C0,C2
41,sgpa_experiment_A,C1,C0
1004,sgpa_experiment_A,C0,C0
956,sgpa_experiment_A,C2,C1
157,sgpa_experiment_A,C2,C2
159,sgpa_experiment_A,C3,C2
788,sgpa_experiment_A,C2,C1
294,sgpa_experiment_A,C1,C2
213,sgpa_experiment_A,C3,C1
1092,sgpa_experiment_A,C0,C0
853,sgpa_experiment_A,C0,C0
1076,sgpa_experiment_A,C0,C1
677,sgpa_experiment_A,C1,C3
568,sgpa_experiment_A,C0,C2
674,sgpa_experiment_A,C0,C0
261,sgpa_experiment_A,C1,C1
359,sgpa_experiment_A,C1,C1
632,sgpa_experiment_A,C0,C3
58,sgpa_experiment_A,C2,C2
311,sgpa_experiment_A,C3,C3
242,sgpa_experiment_A,C2,C3
471,sgpa_experiment_A,C0,C3
684,sgpa_experiment_A,C0,C0
342,sgpa_experiment_A,C1,C1
870,sgpa_experiment_A,C1,C1
33,sgpa_experiment_A,C1,C1
814,sgpa_experiment_A,C1,C3
554,sgpa_experiment_A,C1,C3
850,sgpa_experiment_A,C3,C3
234,sgpa_experiment_A,C2,C2
777,sgpa_experiment_A,C1,C0
327,sgpa_experiment_A,C0,C1
912,sgpa_experiment_A,C1,C1
638,sgpa_experiment_A,C2,C0
173,sgpa_experiment_A,C0,C1
898,sgpa_experiment_A,C2,C0
426,sgpa_experiment_A,C3,C1
137,sgpa_experiment_A,C1,C0
80,sgpa_experiment_A,C2,C1
541,sgpa_experiment_A,C0,C1
490,sgpa_experiment_A,C1,C3
894,sgpa_experiment_A,C2,C1
797,sgpa_experiment_A,C3,C0
9,sgpa_experiment_A,C2,C2
355,sgpa_experiment_A,C1,C1
295,sgpa_experiment_A,C3,C3
91,sgpa_experiment_A,C3,C3
1050,sgpa_experiment_A,C2,C2
757,sgpa_experiment_A,C1,C2
559,sgpa_experiment_A,C3,C3
659,sgpa_experiment_A,C2,C3
136,sgpa_experiment_A,C1,C1
146,sgpa_experiment_A,C2,C1
735,sgpa_experiment_A,C0,C1
503,sgpa_experiment_A,C3,C0
161,sgpa_experiment_A,C3,C1
653,sgpa_experiment_A,C0,C0
778,sgpa_experiment_A,C3,C3
529,sgpa_experiment_A,C2,C3
216,sgpa_experiment_A,C1,C2
319,sgpa_experiment_A,C1,C1
828,sgpa_experiment_A,C1,C1
442,sgpa_experiment_A,C1,C2
889,sgpa_experiment_A,C3,C3
175,sgpa_experiment_A,C2,C2
826,sgpa_experiment_A,C2,C1
960,sgpa_experiment_A,C0,C1
365,sgpa_experiment_A,C1,C1
747,sgpa_experiment_A,C3,C0
718,sgpa_experiment_A,C2,C0
460,sgpa_experiment_A,C1,C0
45,sgpa_experiment_A,C2,C2
46,sgpa_experiment_A,C3,C3
627,sgpa_experiment_A,C2,C3
98,sgpa_experiment_A,C1,C0
134,sgpa_experiment_A,C0,C0
244,sgpa_experiment_A,C1,C2
208,sgpa_experiment_A,C0,C1
8,sgpa_experiment_A,C2,C2
565,sgpa_experiment_A,C2,C2
780,sgpa_experiment_A,C0,C0
876,sgpa_experiment_A,C3,C2
855,sgpa_experiment_A,C2,C2
936,sgpa_experiment_A,C1,C1
952,sgpa_experiment_A,C2,C2
847,sgpa_experiment_A,C1,C1
68,sgpa_experiment_A,C1,C2
220,sgpa_experiment_A,C0,C3
646,sgpa_experiment_A,C0,C0
669,sgpa_experiment_A,C2,C1
30,sgpa_experiment_A,C1,C0
160,sgpa_experiment_A,C1,C1
19,sgpa_experiment_A,C2,C2
485,sgpa_experiment_A,C0,C1
86,sgpa_experiment_A,C0,C1
373,sgpa_experiment_A,C0,C0
667,sgpa_experiment_A,C1,C1
599,sgpa_experiment_A,C2,C2
626,sgpa_experiment_A,C0,C3
561,sgpa_experiment_A,C2,C3
524,sgpa_experiment_A,C3,C1
247,sgpa_experiment_A,C2,C2
542,sgpa_experiment_A,C1,C0
179,sgpa_experiment_A,C2,C2
891,sgpa_experiment_A,C3,C2
151,sgpa_experiment_A,C2,C0
492,sgpa_experiment_A,C3,C2
508,sgpa_experiment_A,C3,C1
517,sgpa_experiment_A,C0,C3
176,sgpa_experiment_A,C1,C1
1060,sgpa_experiment_A,C1,C1
298,sgpa_experiment_A,C2,C2
802,sgpa_experiment_A,C3,C2
914,sgpa_experiment_A,C3,C3
117,sgpa_experiment_A,C3,C0
664,sgpa_experiment_A,C3,C0
689,sgpa_experiment_A,C0,C0
317,sgpa_experiment_A,C1,C2
882,sgpa_experiment_A,C2,C3
883,sgpa_experiment_A,C0,C2
440,sgpa_experiment_A,C0,C3
631,sgpa_experiment_A,C3,C3
630,sgpa_experiment_A,C1,C0
326,sgpa_experiment_A,C1,C1
189,sgpa_experiment_A,C1,C2
879,sgpa_experiment_A,C2,C1
1048,sgpa_experiment_A,C1,C1
672,sgpa_experiment_A,C0,C1
348,sgpa_experiment_A,C2,C3
774,sgpa_experiment_A,C2,C3
382,sgpa_experiment_A,C2,C2
191,sgpa_experiment_A,C3,C0
580,sgpa_experiment_A,C2,C2
625,sgpa_experiment_A,C1,C1
647,sgpa_experiment_A,C2,C1
260,sgpa_experiment_A,C1,C1
930,sgpa_experiment_A,C3,C3
825,sgpa_experiment_A,C2,C3
705,sgpa_experiment_A,C0,C2
42,sgpa_experiment_A,C3,C3
628,sgpa_experiment_A,C2,C0
596,sgpa_experiment_A,C1,C3
584,sgpa_experiment_A,C1,C1
1095,sgpa_experiment_A,C0,C0
725,sgpa_experiment_A,C3,C1
915,sgpa_experiment_A,C3,C3
562,sgpa_experiment_A,C2,C3
871,sgpa_experiment_A,C1,C1
762,sgpa_experiment_A,C3,C0
1012,sgpa_experiment_A,C2,C2
36,sgpa_experiment_A,C1,C2
144,sgpa_experiment_A,C1,C3
564,sgpa_experiment_A,C1,C1
282,sgpa_experiment_A,C2,C2
491,sgpa_experiment_A,C0,C1
329,sgpa_experiment_A,C1,C1
35,sgpa_experiment_A,C3,C3
906,sgpa_experiment_A,C1,C2
1100,sgpa_experiment_A,C2,C2
249,sgpa_experiment_A,C2,C2
880,sgpa_experiment_A,C3,C2
381,sgpa_experiment_A,C3,C0
959,sgpa_experiment_A,C2,C3
97,sgpa_experiment_A,C1,C1
927,sgpa_experiment_A,C3,C3
606,sgpa_experiment_A,C2,C3
212,sgpa_experiment_A,C0,C1
579,sgpa_experiment_A,C0,C2
