department,semester,attendance,weekly_study_time,study_style,topic_clarity,sleep_duration,stress_frequency,weekly_responsibilities,desired_department_match,distraction_frequency,study_environment,support_level,kuet_satisfaction,career_expectation,routine_manageability,current_cgpa_band
CE,S7,pct_75_89,h_11_15,occasional,almost_nothing,gt_8h,often,h_11_15,not_at_all,sometimes,neutral,very_little,very_dissatisfied,somewhat,average,C1_3_20_to_3_49
ChE,S7,pct_40_59,h_3_6,regular_not_daily,almost_nothing,h_6_7,almost_always,h_6_10,mostly_different,sometimes,mostly_suitable,very_little,very_dissatisfied,mostly,difficult,C3_3_75_plus
CE,S7,pct_40_59,h_11_15,consistent_all_semester,most,h_6_7,rarely,h_1_5,not_at_all,rarely,excellent,good,very_satisfied,slightly,mostly_manageable,C1_3_20_to_3_49
URP,S7,pct_40_59,h_7_10,regular_not_daily,almost_nothing,h_7_8,often,h_6_10,mostly_different,rarely,excellent,none,very_dissatisfied,slightly,difficult,C1_3_20_to_3_49
CE,S7,pct_90_plus,gt_15h,regular_not_daily,almost_everything,h_5_6,rarely,none,not_at_all,often,somewhat_distracting,very_little,very_dissatisfied,completely,mostly_manageable,C0_below_3_20
ChE,S7,pct_40_59,h_7_10,occasional,almost_nothing,h_7_8,rarely,none,somewhat_different,almost_every_day,somewhat_distracting,none,very_dissatisfied,slightly,average,C2_3_50_to_3_74
CE,S7,pct_75_89,h_11_15,exam_only,almost_nothing,h_5_6,rarely,none,mostly_different,never,neutral,none,neutral,somewhat,unmanageable,C3_3_75_plus
URP,S7,pct_90_plus,h_7_10,exam_only,most,gt_8h,rarely,h_11_15,not_at_all,almost_every_day,somewhat_distracting,none,very_dissatisfied,mostly,healthy_balanced,C3_3_75_plus
CE,S7,pct_40_59,lt_3h,regular_not_daily,about_half,h_5_6,rarely,none,mostly_different,often,mostly_suitable,strong,very_satisfied,mostly,healthy_balanced,C3_3_75_plus
ChE,S7,pct_75_89,gt_15h,regular_not_daily,a_little,h_7_8,rarely,h_11_15,mostly_different,sometimes,neutral,very_little,very_dissatisfied,somewhat,difficult,C2_3_50_to_3_74
CE,S7,lt_40_pct,h_7_10,exam_only,almost_everything,gt_8h,sometimes,gt_15h,exact,often,very_distracting,strong,very_dissatisfied,somewhat,unmanageable,C3_3_75_plus
URP,S7,pct_75_89,lt_3h,occasional,most,h_5_6,almost_always,h_1_5,somewhat_different,often,somewhat_distracting,very_little,very_satisfied,somewhat,mostly_manageable,C2_3_50_to_3_74
CSE,S7,pct_90_plus,h_7_10,occasional,a_little,h_6_7,sometimes,gt_15h,exact,sometimes,mostly_suitable,very_little,neutral,not_at_all,average,C2_3_50_to_3_74
CE,S7,pct_60_74,h_3_6,consistent_all_semester,most,lt_5h,often,gt_15h,mostly_different,never,excellent,good,very_dissatisfied,mostly,mostly_manageable,C1_3_20_to_3_49
ChE,S7,pct_75_89,gt_15h,consistent_all_semester,most,lt_5h,often,h_11_15,mostly_different,rarely,neutral,good,neutral,mostly,mostly_manageable,C1_3_20_to_3_49
CE,S7,lt_40_pct,h_3_6,regular_not_daily,most,h_6_7,rarely,none,exact,often,very_distracting,very_little,very_dissatisfied,not_at_all,unmanageable,C3_3_75_plus
URP,S7,pct_40_59,h_3_6,regular_not_daily,a_little,gt_8h,never,gt_15h,exact,often,very_distracting,very_little,very_dissatisfied,not_at_all,healthy_balanced,C2_3_50_to_3_74
CE,S7,pct_90_plus,lt_3h,occasional,a_little,lt_5h,rarely,h_1_5,mostly_different,sometimes,mostly_suitable,very_little,neutral,not_at_all,unmanageable,C1_3_20_to_3_49
ChE,S7,pct_40_59,lt_3h,mostly_consistent,a_little,gt_8h,almost_always,h_1_5,close,almost_every_day,very_distracting,good,neutral,mostly,difficult,C2_3_50_to_3_74
CE,S7,pct_90_plus,h_11_15,mostly_consistent,a_little,lt_5h,often,h_11_15,exact,often,neutral,none,very_satisfied,mostly,difficult,C3_3_75_plus
URP,S7,pct_75_89,h_7_10,regular_not_daily,a_little,h_7_8,rarely,gt_15h,mostly_different,almost_every_day,mostly_suitable,strong,very_dissatisfied,completely,average,C2_3_50_to_3_74
CE,S7,pct_60_74,lt_3h,regular_not_daily,a_little,h_6_7,often,none,mostly_different,rarely,somewhat_distracting,good,very_dissatisfied,completely,healthy_balanced,C0_below_3_20
ME,S7,lt_40_pct,h_11_15,regular_not_daily,almost_nothing,h_7_8,often,h_11_15,mostly_different,sometimes,somewhat_distracting,good,very_dissatisfied,slightly,average,C0_below_3_20
LE,S7,lt_40_pct,h_3_6,regular_not_daily,a_little,gt_8h,rarely,none,somewhat_different,never,neutral,good,neutral,not_at_all,healthy_balanced,C3_3_75_plus
TE,S7,lt_40_pct,h_3_6,consistent_all_semester,about_half,h_6_7,often,h_6_10,mostly_different,almost_every_day,excellent,good,very_dissatisfied,slightly,average,C0_below_3_20
ESE,S7,pct_75_89,gt_15h,occasional,about_half,h_5_6,almost_always,none,close,almost_every_day,very_distracting,some,neutral,mostly,unmanageable,C0_below_3_20
MTE,S7,pct_75_89,gt_15h,consistent_all_semester,about_half,h_6_7,rarely,h_11_15,exact,sometimes,excellent,very_little,very_dissatisfied,slightly,average,C0_below_3_20
BME,S7,pct_75_89,gt_15h,exam_only,about_half,h_5_6,almost_always,h_11_15,not_at_all,almost_every_day,mostly_suitable,none,very_satisfied,completely,mostly_manageable,C0_below_3_20
BECM,S7,lt_40_pct,gt_15h,exam_only,a_little,h_5_6,rarely,h_1_5,exact,almost_every_day,very_distracting,strong,neutral,slightly,mostly_manageable,C2_3_50_to_3_74
ME,S7,pct_75_89,gt_15h,regular_not_daily,a_little,h_7_8,often,h_1_5,not_at_all,almost_every_day,neutral,none,very_satisfied,slightly,difficult,C1_3_20_to_3_49
LE,S7,pct_40_59,h_7_10,occasional,a_little,h_7_8,never,gt_15h,exact,never,somewhat_distracting,very_little,very_satisfied,mostly,unmanageable,C2_3_50_to_3_74
TE,S7,pct_60_74,h_11_15,occasional,a_little,h_7_8,almost_always,h_11_15,close,almost_every_day,very_distracting,strong,very_satisfied,somewhat,difficult,C3_3_75_plus
ME,S7,pct_90_plus,lt_3h,occasional,almost_nothing,gt_8h,almost_always,gt_15h,somewhat_different,never,very_distracting,very_little,very_dissatisfied,not_at_all,average,C3_3_75_plus
LE,S7,pct_90_plus,h_11_15,consistent_all_semester,most,h_6_7,sometimes,gt_15h,close,rarely,mostly_suitable,none,very_dissatisfied,somewhat,mostly_manageable,C1_3_20_to_3_49
TE,S7,pct_40_59,h_3_6,mostly_consistent,most,lt_5h,rarely,gt_15h,not_at_all,rarely,very_distracting,strong,very_dissatisfied,completely,unmanageable,C0_below_3_20
ESE,S7,lt_40_pct,h_11_15,consistent_all_semester,about_half,h_7_8,never,h_1_5,not_at_all,rarely,neutral,strong,very_satisfied,somewhat,mostly_manageable,C0_below_3_20
MTE,S7,pct_75_89,h_7_10,consistent_all_semester,about_half,h_5_6,sometimes,h_1_5,mostly_different,rarely,mostly_suitable,some,very_dissatisfied,somewhat,average,C2_3_50_to_3_74
BME,S7,pct_90_plus,h_7_10,exam_only,a_little,gt_8h,rarely,h_11_15,mostly_different,almost_every_day,mostly_suitable,strong,very_satisfied,mostly,unmanageable,C2_3_50_to_3_74
BECM,S7,lt_40_pct,h_11_15,regular_not_daily,almost_everything,lt_5h,rarely,h_1_5,mostly_different,rarely,somewhat_distracting,good,neutral,mostly,mostly_manageable,C1_3_20_to_3_49
ME,S7,pct_60_74,lt_3h,mostly_consistent,almost_everything,h_7_8,sometimes,none,mostly_different,almost_every_day,excellent,some,neutral,somewhat,difficult,C3_3_75_plus
LE,S7,pct_75_89,h_11_15,mostly_consistent,a_little,h_5_6,often,none,exact,often,very_distracting,very_little,very_dissatisfied,slightly,healthy_balanced,C3_3_75_plus
TE,S7,pct_60_74,h_11_15,exam_only,most,gt_8h,rarely,h_6_10,mostly_different,rarely,mostly_suitable,very_little,neutral,somewhat,mostly_manageable,C0_below_3_20
ME,S7,pct_60_74,lt_3h,occasional,about_half,h_6_7,rarely,h_6_10,exact,almost_every_day,somewhat_distracting,none,very_satisfied,not_at_all,difficult,C2_3_50_to_3_74
LE,S7,pct_40_59,h_3_6,exam_only,about_half,h_5_6,rarely,none,exact,rarely,somewhat_distracting,strong,very_dissatisfied,mostly,healthy_balanced,C0_below_3_20
TE,S7,pct_90_plus,h_7_10,regular_not_daily,almost_everything,h_5_6,never,gt_15h,not_at_all,sometimes,excellent,none,neutral,not_at_all,average,C3_3_75_plus
ESE,S7,pct_75_89,lt_3h,exam_only,about_half,h_6_7,sometimes,h_11_15,exact,rarely,excellent,none,very_dissatisfied,not_at_all,mostly_manageable,C3_3_75_plus
MTE,S7,pct_75_89,h_3_6,occasional,almost_everything,gt_8h,rarely,h_11_15,not_at_all,sometimes,very_distracting,strong,very_dissatisfied,mostly,average,C2_3_50_to_3_74
BME,S7,pct_60_74,h_11_15,exam_only,about_half,h_5_6,never,h_11_15,somewhat_different,sometimes,excellent,very_little,very_dissatisfied,completely,average,C1_3_20_to_3_49
BECM,S7,pct_90_plus,gt_15h,consistent_all_semester,almost_nothing,h_5_6,sometimes,h_11_15,exact,sometimes,somewhat_distracting,none,very_dissatisfied,somewhat,difficult,C2_3_50_to_3_74
ME,S7,pct_90_plus,gt_15h,exam_only,about_half,h_5_6,often,h_11_15,mostly_different,almost_every_day,mostly_suitable,good,neutral,completely,difficult,C1_3_20_to_3_49
LE,S7,pct_90_plus,h_7_10,consistent_all_semester,most,h_7_8,often,h_1_5,mostly_different,rarely,somewhat_distracting,strong,neutral,not_at_all,unmanageable,C1_3_20_to_3_49
TE,S7,pct_60_74,h_11_15,exam_only,almost_nothing,lt_5h,sometimes,h_11_15,somewhat_different,sometimes,mostly_suitable,very_little,very_dissatisfied,completely,unmanageable,C0_below_3_20
ME,S7,pct_90_plus,h_11_15,consistent_all_semester,about_half,h_5_6,never,h_6_10,exact,rarely,very_distracting,strong,very_satisfied,not_at_all,healthy_balanced,C1_3_20_to_3_49
LE,S7,pct_90_plus,gt_15h,exam_only,about_half,lt_5h,rarely,h_1_5,not_at_all,almost_every_day,excellent,good,very_dissatisfied,completely,unmanageable,C3_3_75_plus
TE,S7,pct_60_74,h_3_6,mostly_consistent,almost_everything,gt_8h,never,none,mostly_different,often,neutral,very_little,very_satisfied,somewhat,unmanageable,C0_below_3_20
ESE,S7,pct_60_74,h_11_15,occasional,most,h_7_8,often,h_6_10,somewhat_different,rarely,neutral,good,very_dissatisfied,not_at_all,unmanageable,C2_3_50_to_3_74
MTE,S7,pct_90_plus,h_7_10,occasional,most,h_5_6,never,h_11_15,not_at_all,sometimes,very_distracting,none,very_dissatisfied,slightly,difficult,C1_3_20_to_3_49
BME,S7,pct_60_74,gt_15h,occasional,almost_everything,h_7_8,often,h_1_5,exact,often,neutral,strong,very_dissatisfied,completely,mostly_manageable,C3_3_75_plus
BECM,S7,pct_75_89,lt_3h,exam_only,about_half,gt_8h,never,none,close,sometimes,very_distracting,none,very_satisfied,mostly,unmanageable,C2_3_50_to_3_74
ME,S7,pct_90_plus,h_11_15,regular_not_daily,almost_everything,h_6_7,never,none,not_at_all,often,somewhat_distracting,very_little,very_dissatisfied,mostly,average,C2_3_50_to_3_74
LE,S7,pct_75_89,h_11_15,exam_only,almost_nothing,h_6_7,sometimes,none,somewhat_different,sometimes,neutral,very_little,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
TE,S7,pct_90_plus,gt_15h,consistent_all_semester,almost_nothing,h_7_8,almost_always,h_6_10,exact,often,excellent,very_little,very_dissatisfied,slightly,average,C2_3_50_to_3_74
ARCH,S7,pct_90_plus,h_3_6,consistent_all_semester,a_little,lt_5h,never,h_6_10,somewhat_different,rarely,neutral,strong,very_satisfied,somewhat,average,C2_3_50_to_3_74
EEE,S7,pct_90_plus,gt_15h,consistent_all_semester,almost_nothing,h_5_6,almost_always,h_6_10,somewhat_different,rarely,mostly_suitable,very_little,very_dissatisfied,not_at_all,mostly_manageable,C1_3_20_to_3_49
ME,S7,pct_75_89,gt_15h,exam_only,most,h_6_7,almost_always,h_6_10,somewhat_different,sometimes,somewhat_distracting,very_little,very_satisfied,somewhat,unmanageable,C1_3_20_to_3_49
EEE,S7,pct_75_89,h_3_6,consistent_all_semester,almost_everything,h_7_8,almost_always,gt_15h,exact,rarely,very_distracting,good,neutral,completely,healthy_balanced,C2_3_50_to_3_74
LE,S7,pct_75_89,h_11_15,exam_only,almost_everything,lt_5h,almost_always,h_6_10,close,often,mostly_suitable,some,very_satisfied,slightly,mostly_manageable,C3_3_75_plus
MTE,S7,pct_75_89,h_11_15,mostly_consistent,almost_everything,h_5_6,rarely,h_11_15,somewhat_different,rarely,very_distracting,good,very_dissatisfied,slightly,difficult,C3_3_75_plus
TE,S7,pct_60_74,h_3_6,mostly_consistent,most,h_5_6,often,h_11_15,not_at_all,sometimes,very_distracting,some,very_dissatisfied,not_at_all,healthy_balanced,C0_below_3_20
BECM,S7,pct_90_plus,h_7_10,consistent_all_semester,most,h_5_6,almost_always,gt_15h,close,often,mostly_suitable,none,very_dissatisfied,mostly,difficult,C3_3_75_plus
EEE,S7,pct_60_74,gt_15h,regular_not_daily,almost_nothing,lt_5h,often,h_1_5,close,almost_every_day,very_distracting,very_little,very_dissatisfied,mostly,healthy_balanced,C1_3_20_to_3_49
CE,S7,pct_90_plus,h_11_15,regular_not_daily,almost_nothing,h_6_7,almost_always,gt_15h,mostly_different,sometimes,neutral,strong,very_dissatisfied,not_at_all,healthy_balanced,C3_3_75_plus
EEE,S7,pct_75_89,h_11_15,consistent_all_semester,almost_nothing,h_7_8,sometimes,none,close,sometimes,very_distracting,none,very_dissatisfied,completely,average,C3_3_75_plus
CE,S7,pct_90_plus,lt_3h,exam_only,about_half,h_5_6,often,none,close,sometimes,somewhat_distracting,very_little,neutral,completely,mostly_manageable,C1_3_20_to_3_49
URP,S7,pct_60_74,h_3_6,occasional,almost_everything,gt_8h,often,gt_15h,close,sometimes,mostly_suitable,strong,very_dissatisfied,mostly,healthy_balanced,C1_3_20_to_3_49
ARCH,S7,pct_75_89,h_3_6,consistent_all_semester,a_little,lt_5h,rarely,h_1_5,close,often,excellent,some,very_dissatisfied,mostly,healthy_balanced,C2_3_50_to_3_74
EEE,S7,pct_60_74,h_11_15,mostly_consistent,a_little,h_7_8,rarely,h_11_15,somewhat_different,often,somewhat_distracting,good,very_dissatisfied,not_at_all,average,C1_3_20_to_3_49
ME,S7,pct_60_74,h_7_10,regular_not_daily,about_half,lt_5h,never,h_6_10,close,never,very_distracting,strong,neutral,mostly,healthy_balanced,C2_3_50_to_3_74
EEE,S7,pct_75_89,h_7_10,exam_only,about_half,h_6_7,rarely,gt_15h,close,almost_every_day,mostly_suitable,some,very_satisfied,mostly,average,C0_below_3_20
LE,S7,pct_90_plus,h_11_15,consistent_all_semester,about_half,h_5_6,sometimes,h_1_5,exact,often,excellent,some,neutral,mostly,average,C2_3_50_to_3_74
MTE,S7,pct_60_74,lt_3h,occasional,a_little,h_5_6,sometimes,h_11_15,close,sometimes,somewhat_distracting,very_little,very_satisfied,somewhat,average,C0_below_3_20
TE,S7,pct_90_plus,h_11_15,consistent_all_semester,most,h_7_8,rarely,h_11_15,not_at_all,sometimes,neutral,very_little,very_dissatisfied,not_at_all,healthy_balanced,C1_3_20_to_3_49
CSE,S4,pct_75_89,h_3_6,exam_only,almost_nothing,h_5_6,often,h_1_5,not_at_all,almost_every_day,mostly_suitable,strong,neutral,not_at_all,difficult,C1_3_20_to_3_49
BECM,S7,pct_90_plus,h_3_6,occasional,about_half,gt_8h,almost_always,gt_15h,close,almost_every_day,very_distracting,strong,very_dissatisfied,somewhat,average,C2_3_50_to_3_74
EEE,S7,pct_75_89,h_11_15,consistent_all_semester,almost_everything,h_7_8,often,h_1_5,mostly_different,never,very_distracting,strong,neutral,completely,mostly_manageable,C0_below_3_20
CE,S7,pct_60_74,gt_15h,mostly_consistent,almost_nothing,lt_5h,rarely,h_6_10,not_at_all,never,very_distracting,good,very_satisfied,slightly,average,C0_below_3_20
EEE,S7,pct_90_plus,h_7_10,regular_not_daily,almost_everything,h_5_6,rarely,h_6_10,exact,never,mostly_suitable,very_little,very_dissatisfied,somewhat,average,C0_below_3_20
CE,S7,pct_90_plus,lt_3h,mostly_consistent,most,h_5_6,sometimes,none,not_at_all,rarely,somewhat_distracting,good,very_dissatisfied,somewhat,difficult,C0_below_3_20
URP,S7,pct_90_plus,h_3_6,mostly_consistent,about_half,h_5_6,rarely,h_11_15,mostly_different,never,excellent,some,neutral,completely,mostly_manageable,C0_below_3_20
ARCH,S7,pct_75_89,h_3_6,mostly_consistent,a_little,h_7_8,never,h_6_10,close,almost_every_day,excellent,some,very_satisfied,not_at_all,mostly_manageable,C0_below_3_20
EEE,S7,pct_60_74,h_11_15,consistent_all_semester,a_little,lt_5h,sometimes,h_6_10,somewhat_different,almost_every_day,somewhat_distracting,none,very_dissatisfied,mostly,difficult,C0_below_3_20
ME,S7,pct_75_89,h_3_6,exam_only,almost_nothing,h_7_8,rarely,h_11_15,not_at_all,almost_every_day,mostly_suitable,very_little,very_dissatisfied,somewhat,mostly_manageable,C0_below_3_20
EEE,S7,pct_60_74,h_7_10,regular_not_daily,a_little,lt_5h,almost_always,h_1_5,not_at_all,never,somewhat_distracting,strong,very_dissatisfied,not_at_all,mostly_manageable,C2_3_50_to_3_74
LE,S7,pct_90_plus,gt_15h,occasional,most,h_7_8,almost_always,none,not_at_all,often,neutral,none,very_dissatisfied,mostly,unmanageable,C2_3_50_to_3_74
MTE,S7,pct_60_74,lt_3h,mostly_consistent,a_little,h_6_7,never,h_1_5,mostly_different,sometimes,very_distracting,good,very_dissatisfied,mostly,difficult,C3_3_75_plus
TE,S7,pct_90_plus,gt_15h,regular_not_daily,almost_nothing,gt_8h,rarely,gt_15h,somewhat_different,rarely,very_distracting,some,very_dissatisfied,completely,healthy_balanced,C0_below_3_20
BECM,S7,pct_60_74,h_7_10,mostly_consistent,about_half,h_5_6,almost_always,h_6_10,mostly_different,almost_every_day,somewhat_distracting,very_little,very_satisfied,slightly,difficult,C1_3_20_to_3_49
EEE,S7,pct_60_74,h_7_10,occasional,a_little,lt_5h,rarely,none,exact,often,neutral,some,very_dissatisfied,not_at_all,healthy_balanced,C2_3_50_to_3_74
CE,S7,pct_75_89,lt_3h,exam_only,about_half,h_7_8,never,h_6_10,close,never,somewhat_distracting,strong,very_satisfied,not_at_all,mostly_manageable,C3_3_75_plus
EEE,S7,pct_60_74,gt_15h,occasional,about_half,lt_5h,sometimes,none,exact,almost_every_day,neutral,some,very_dissatisfied,mostly,healthy_balanced,C0_below_3_20
CE,S7,pct_60_74,lt_3h,mostly_consistent,almost_nothing,h_6_7,almost_always,h_1_5,not_at_all,rarely,somewhat_distracting,very_little,very_dissatisfied,completely,average,C1_3_20_to_3_49
URP,S7,pct_90_plus,lt_3h,regular_not_daily,about_half,h_5_6,almost_always,none,somewhat_different,never,very_distracting,good,very_dissatisfied,slightly,mostly_manageable,C0_below_3_20
ARCH,S7,pct_75_89,gt_15h,mostly_consistent,almost_nothing,lt_5h,almost_always,gt_15h,exact,almost_every_day,very_distracting,some,very_dissatisfied,slightly,mostly_manageable,C3_3_75_plus
EEE,S7,pct_90_plus,gt_15h,mostly_consistent,almost_nothing,gt_8h,almost_always,gt_15h,mostly_different,almost_every_day,very_distracting,none,neutral,somewhat,unmanageable,C0_below_3_20
ME,S7,pct_75_89,lt_3h,mostly_consistent,almost_everything,h_6_7,almost_always,gt_15h,close,never,excellent,none,very_dissatisfied,completely,mostly_manageable,C1_3_20_to_3_49
EEE,S7,pct_90_plus,lt_3h,consistent_all_semester,almost_everything,h_6_7,never,h_1_5,somewhat_different,often,very_distracting,very_little,very_dissatisfied,completely,healthy_balanced,C0_below_3_20
LE,S7,pct_60_74,lt_3h,occasional,a_little,gt_8h,sometimes,h_6_10,close,almost_every_day,neutral,none,neutral,slightly,average,C3_3_75_plus
MTE,S7,pct_90_plus,h_11_15,regular_not_daily,most,h_6_7,never,h_1_5,somewhat_different,never,excellent,strong,very_dissatisfied,somewhat,healthy_balanced,C2_3_50_to_3_74
TE,S7,pct_75_89,h_3_6,exam_only,about_half,h_7_8,sometimes,h_6_10,close,rarely,neutral,good,very_dissatisfied,slightly,unmanageable,C2_3_50_to_3_74
BECM,S7,pct_60_74,h_7_10,consistent_all_semester,almost_everything,gt_8h,never,gt_15h,mostly_different,often,somewhat_distracting,good,very_dissatisfied,slightly,healthy_balanced,C1_3_20_to_3_49
EEE,S7,pct_90_plus,h_11_15,regular_not_daily,about_half,lt_5h,often,h_1_5,exact,rarely,neutral,good,very_dissatisfied,not_at_all,difficult,C3_3_75_plus
CE,S7,pct_90_plus,h_3_6,consistent_all_semester,about_half,lt_5h,sometimes,h_6_10,close,rarely,neutral,good,very_dissatisfied,slightly,unmanageable,C1_3_20_to_3_49
EEE,S7,pct_90_plus,lt_3h,mostly_consistent,almost_nothing,lt_5h,rarely,none,close,often,very_distracting,strong,very_dissatisfied,completely,mostly_manageable,C0_below_3_20
CE,S7,pct_90_plus,h_7_10,consistent_all_semester,most,gt_8h,sometimes,gt_15h,somewhat_different,often,very_distracting,some,neutral,not_at_all,unmanageable,C1_3_20_to_3_49
CSE,S7,pct_90_plus,h_7_10,exam_only,a_little,h_5_6,almost_always,none,not_at_all,rarely,mostly_suitable,none,satisfied,not_at_all,unmanageable,C2_3_50_to_3_74
URP,S7,pct_90_plus,h_3_6,exam_only,most,h_6_7,never,h_11_15,close,rarely,very_distracting,good,very_satisfied,slightly,healthy_balanced,C0_below_3_20
ARCH,S7,pct_75_89,h_3_6,exam_only,almost_everything,h_7_8,often,none,not_at_all,never,very_distracting,none,very_dissatisfied,completely,average,C1_3_20_to_3_49
EEE,S7,pct_75_89,lt_3h,mostly_consistent,a_little,lt_5h,sometimes,none,exact,almost_every_day,somewhat_distracting,strong,very_dissatisfied,somewhat,difficult,C3_3_75_plus
ME,S7,pct_90_plus,h_3_6,consistent_all_semester,almost_nothing,h_5_6,almost_always,gt_15h,somewhat_different,almost_every_day,somewhat_distracting,strong,very_dissatisfied,slightly,mostly_manageable,C1_3_20_to_3_49
EEE,S7,pct_90_plus,lt_3h,exam_only,most,h_7_8,almost_always,h_11_15,mostly_different,almost_every_day,somewhat_distracting,very_little,very_dissatisfied,mostly,unmanageable,C2_3_50_to_3_74
LE,S7,pct_60_74,h_3_6,occasional,about_half,gt_8h,rarely,h_6_10,mostly_different,sometimes,mostly_suitable,none,very_dissatisfied,completely,healthy_balanced,C3_3_75_plus
MTE,S7,pct_75_89,lt_3h,consistent_all_semester,most,h_5_6,often,none,close,sometimes,neutral,strong,very_dissatisfied,slightly,average,C3_3_75_plus
TE,S7,pct_75_89,h_3_6,regular_not_daily,about_half,h_6_7,almost_always,none,close,almost_every_day,very_distracting,strong,very_dissatisfied,completely,unmanageable,C3_3_75_plus
BECM,S7,pct_60_74,lt_3h,exam_only,most,gt_8h,sometimes,none,not_at_all,sometimes,very_distracting,very_little,neutral,slightly,unmanageable,C3_3_75_plus
EEE,S7,pct_90_plus,gt_15h,occasional,most,h_5_6,never,h_6_10,not_at_all,sometimes,very_distracting,very_little,very_dissatisfied,mostly,mostly_manageable,C2_3_50_to_3_74
CE,S7,pct_60_74,h_7_10,occasional,about_half,h_5_6,rarely,h_11_15,somewhat_different,sometimes,very_distracting,strong,very_dissatisfied,completely,unmanageable,C2_3_50_to_3_74
EEE,S7,pct_90_plus,h_11_15,occasional,a_little,h_6_7,sometimes,gt_15h,close,never,neutral,none,very_satisfied,completely,unmanageable,C3_3_75_plus
CE,S7,pct_60_74,h_3_6,exam_only,a_little,h_7_8,often,h_1_5,somewhat_different,sometimes,mostly_suitable,strong,very_dissatisfied,somewhat,mostly_manageable,C2_3_50_to_3_74
URP,S7,pct_75_89,h_3_6,consistent_all_semester,almost_everything,lt_5h,sometimes,h_11_15,not_at_all,sometimes,very_distracting,very_little,neutral,slightly,mostly_manageable,C3_3_75_plus
ARCH,S7,pct_90_plus,h_3_6,occasional,about_half,lt_5h,almost_always,none,mostly_different,often,very_distracting,very_little,very_satisfied,somewhat,mostly_manageable,C1_3_20_to_3_49
EEE,S7,pct_75_89,h_11_15,mostly_consistent,a_little,h_7_8,rarely,gt_15h,somewhat_different,almost_every_day,neutral,good,neutral,completely,mostly_manageable,C3_3_75_plus
ME,S7,pct_90_plus,lt_3h,exam_only,almost_nothing,lt_5h,sometimes,h_6_10,exact,often,very_distracting,very_little,very_dissatisfied,not_at_all,difficult,C0_below_3_20
EEE,S7,pct_60_74,lt_3h,mostly_consistent,almost_everything,gt_8h,never,none,exact,never,very_distracting,very_little,very_satisfied,somewhat,difficult,C3_3_75_plus
LE,S7,pct_90_plus,h_11_15,occasional,almost_nothing,h_6_7,almost_always,none,close,rarely,mostly_suitable,good,very_dissatisfied,slightly,difficult,C2_3_50_to_3_74
MTE,S7,pct_75_89,h_7_10,regular_not_daily,almost_nothing,h_7_8,often,h_6_10,close,never,very_distracting,good,neutral,slightly,mostly_manageable,C0_below_3_20
TE,S7,pct_60_74,h_3_6,mostly_consistent,a_little,h_7_8,sometimes,gt_15h,exact,sometimes,somewhat_distracting,some,very_dissatisfied,mostly,unmanageable,C2_3_50_to_3_74
BECM,S7,pct_60_74,h_7_10,occasional,most,gt_8h,sometimes,h_6_10,not_at_all,almost_every_day,excellent,very_little,very_dissatisfied,somewhat,mostly_manageable,C2_3_50_to_3_74
EEE,S7,pct_75_89,h_7_10,occasional,almost_everything,h_7_8,rarely,h_6_10,not_at_all,almost_every_day,mostly_suitable,very_little,neutral,mostly,unmanageable,C2_3_50_to_3_74
CE,S7,pct_90_plus,gt_15h,regular_not_daily,almost_nothing,gt_8h,rarely,h_11_15,exact,sometimes,mostly_suitable,strong,very_dissatisfied,slightly,average,C3_3_75_plus
EEE,S7,pct_75_89,h_7_10,consistent_all_semester,about_half,h_6_7,sometimes,h_11_15,close,often,very_distracting,some,neutral,somewhat,unmanageable,C0_below_3_20
CE,S7,pct_75_89,h_7_10,regular_not_daily,a_little,gt_8h,never,h_1_5,exact,rarely,very_distracting,strong,very_dissatisfied,not_at_all,unmanageable,C1_3_20_to_3_49
URP,S7,pct_75_89,lt_3h,occasional,about_half,lt_5h,almost_always,gt_15h,close,sometimes,mostly_suitable,none,very_dissatisfied,somewhat,unmanageable,C1_3_20_to_3_49
ARCH,S7,pct_60_74,h_3_6,consistent_all_semester,almost_everything,h_7_8,rarely,h_1_5,exact,almost_every_day,excellent,very_little,very_dissatisfied,completely,average,C1_3_20_to_3_49
EEE,S7,pct_90_plus,h_3_6,mostly_consistent,most,lt_5h,often,gt_15h,mostly_different,sometimes,excellent,none,very_dissatisfied,slightly,difficult,C2_3_50_to_3_74
ME,S7,pct_90_plus,h_11_15,occasional,almost_everything,h_6_7,never,h_6_10,not_at_all,rarely,excellent,some,neutral,completely,healthy_balanced,C2_3_50_to_3_74
EEE,S7,pct_90_plus,h_11_15,mostly_consistent,almost_everything,h_5_6,never,gt_15h,close,never,very_distracting,none,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
MSE,S7,pct_60_74,lt_3h,occasional,a_little,h_5_6,almost_always,none,exact,almost_every_day,mostly_suitable,good,neutral,mostly,healthy_balanced,C2_3_50_to_3_74
MSE,S7,pct_60_74,h_3_6,exam_only,most,h_5_6,often,h_6_10,exact,often,mostly_suitable,good,very_satisfied,slightly,mostly_manageable,C1_3_20_to_3_49
EEE,S7,pct_75_89,lt_3h,mostly_consistent,most,h_5_6,almost_always,h_6_10,exact,rarely,neutral,good,very_satisfied,mostly,mostly_manageable,C3_3_75_plus
